ticker,date,open,high,low,close
POWR,2022-05-14,0.251472,0.256312,0.212567,0.23944
POWR,2022-05-15,0.238642,0.255293,0.238642,0.254894
POWR,2022-05-16,0.255992,0.262385,0.235294,0.24588
POWR,2022-05-17,0.247178,0.257591,0.24568,0.257591
POWR,2022-05-18,0.258264,0.294188,0.249475,0.259263
POWR,2022-05-19,0.257639,0.262758,0.227327,0.250674
POWR,2022-05-20,0.24985,0.260691,0.239788,0.246604
POWR,2022-05-21,0.246604,0.254269,0.24121,0.250774
POWR,2022-05-22,0.250474,0.28403,0.249775,0.27467
POWR,2022-05-23,0.27457,0.293876,0.26648,0.271274
POWR,2022-05-24,0.270475,0.2727,0.241809,0.261859
POWR,2022-05-25,0.262033,0.269349,0.252696,0.266507
POWR,2022-05-26,0.26638,0.269803,0.238014,0.252847
POWR,2022-05-27,0.253846,0.264335,0.240635,0.250349
POWR,2022-05-28,0.249315,0.255155,0.245905,0.253006
POWR,2022-05-29,0.252699,0.257219,0.246955,0.256215
POWR,2022-05-30,0.256315,0.280376,0.255621,0.279504
POWR,2022-05-31,0.279104,0.284073,0.270084,0.279476
POWR,2022-06-01,0.27969,0.334632,0.268059,0.268059
POWR,2022-06-02,0.267832,0.315316,0.267832,0.295734
POWR,2022-06-03,0.294635,0.304925,0.272843,0.282054
POWR,2022-06-04,0.282554,0.294153,0.275608,0.279388
POWR,2022-06-05,0.279693,0.324724,0.273678,0.292924
POWR,2022-06-06,0.293524,0.393669,0.288229,0.320531
POWR,2022-06-07,0.320627,0.33252,0.290465,0.305949
POWR,2022-06-08,0.305758,0.307363,0.284618,0.290311
POWR,2022-06-09,0.290411,0.29147,0.280381,0.282562
POWR,2022-06-10,0.28196,0.315532,0.275477,0.287235
POWR,2022-06-11,0.28833,0.288333,0.248409,0.258607
POWR,2022-06-12,0.259204,0.274387,0.230574,0.241403
POWR,2022-06-13,0.241201,0.241203,0.18742,0.200621
POWR,2022-06-14,0.200319,0.203295,0.171542,0.188873
POWR,2022-06-15,0.188477,0.206073,0.173288,0.205691
POWR,2022-06-16,0.205391,0.227005,0.19938,0.211304
POWR,2022-06-17,0.199323,0.2245,0.193431,0.213543
POWR,2022-06-18,0.2137,0.2168,0.183232,0.192486
POWR,2022-06-19,0.191988,0.207651,0.18693,0.205753
POWR,2022-06-20,0.206232,0.210547,0.197643,0.205753
POWR,2022-06-21,0.206173,0.22482,0.205054,0.218959
POWR,2022-06-22,0.219081,0.237262,0.208291,0.214885
POWR,2022-06-23,0.215284,0.223077,0.212088,0.21928
POWR,2022-06-24,0.219159,0.229918,0.218981,0.228419
POWR,2022-06-25,0.228471,0.231638,0.220046,0.230239
POWR,2022-06-26,0.230241,0.230889,0.222762,0.22616
POWR,2022-06-27,0.22437,0.265671,0.217969,0.228399
