ticker,date,open,high,low,close
MOVR,2022-05-14,22.9609,22.9609,22.8588,22.8588
MOVR,2022-05-15,21.8693,24.0687,21.6674,23.9712
MOVR,2022-05-16,23.9712,28.8682,23.272,23.9688
MOVR,2022-05-17,23.8689,25.5718,23.3672,24.568
MOVR,2022-05-18,24.6704,25.0699,21.8715,22.271
MOVR,2022-05-19,22.3709,23.279,21.1767,22.5774
MOVR,2022-05-20,22.5797,23.3743,21.3722,21.9736
MOVR,2022-05-21,21.9736,24.0687,21.674,23.3696
MOVR,2022-05-22,23.2674,24.8651,23.1698,24.5705
MOVR,2022-05-23,24.6704,26.4735,24.171,25.1672
MOVR,2022-05-24,25.0699,25.1698,22.7726,24.5656
MOVR,2022-05-25,24.4657,26.0713,23.8737,24.3707
MOVR,2022-05-26,24.3707,24.5705,21.2766,22.1778
MOVR,2022-05-27,22.1778,22.3776,20.6772,21.1767
MOVR,2022-05-28,21.0757,21.4768,20.5718,20.9754
MOVR,2022-05-29,20.975,22.0766,20.7792,21.8764
MOVR,2022-05-30,21.8755,23.5835,21.6761,23.3836
MOVR,2022-05-31,23.2837,23.8809,22.0823,22.8817
MOVR,2022-06-01,22.8837,23.4812,21.1767,21.2808
MOVR,2022-06-02,21.1788,21.7804,20.6793,21.4806
MOVR,2022-06-03,21.4806,21.6837,20.2807,20.7819
MOVR,2022-06-04,20.7819,20.8833,19.98,20.5843
MOVR,2022-06-05,20.6847,21.081,19.983,20.7805
MOVR,2022-06-06,20.7805,21.9822,20.4824,20.7825
MOVR,2022-06-07,20.7825,20.7834,19.4844,20.6834
MOVR,2022-06-08,20.785,21.0878,19.6874,20.4869
MOVR,2022-06-09,20.3869,20.9819,20.0821,20.183
MOVR,2022-06-10,20.1828,20.184,18.5777,18.6761
MOVR,2022-06-11,18.6763,18.7799,17.2784,17.7799
MOVR,2022-06-12,17.7797,18.0799,15.5782,16.0802
MOVR,2022-06-13,16.1801,16.1801,13.958,14.7796
